Time;Sun;Tide;Ambiant.O2;Ambiant.Conductivity;Ambiant.Turbidity;Ambiant.Fluo;Ambiant.Temperature;Ambiant.pH;Condition[0].Temperature;Condition[0].pH;Condition[0].consigne_pH;Condition[0].sortiePID_pH;Condition[0].Meso[0].Temperature;Condition[0].Meso[0].pH;Condition[0].Meso[0].FlowRate;Condition[0].Meso[0].LevelH;Condition[0].Meso[0].LevelL;Condition[0].Meso[0].LevelLL;Condition[0].Meso[1].Temperature;Condition[0].Meso[1].pH;Condition[0].Meso[1].FlowRate;Condition[0].Meso[1].LevelH;Condition[0].Meso[1].LevelL;Condition[0].Meso[1].LevelLL;Condition[0].Meso[2].Temperature;Condition[0].Meso[2].pH;Condition[0].Meso[2].FlowRate;Condition[0].Meso[2].LevelH;Condition[0].Meso[2].LevelL;Condition[0].Meso[2].LevelLL;Condition[1].Temperature;Condition[1].pH;Condition[1].consigne_pH;Condition[1].sortiePID_pH;Condition[1].consigne_Temperature;Condition[1].sortiePID_Temperature;Condition[1].Meso[0].Temperature;Condition[1].Meso[0].pH;Condition[1].Meso[0].FlowRate;Condition[1].Meso[0].LevelH;Condition[1].Meso[0].LevelL;Condition[1].Meso[0].LevelLL;Condition[1].Meso[1].Temperature;Condition[1].Meso[1].pH;Condition[1].Meso[1].FlowRate;Condition[1].Meso[1].LevelH;Condition[1].Meso[1].LevelL;Condition[1].Meso[1].LevelLL;Condition[1].Meso[2].Temperature;Condition[1].Meso[2].pH;Condition[1].Meso[2].FlowRate;Condition[1].Meso[2].LevelH;Condition[1].Meso[2].LevelL;Condition[1].Meso[2].LevelLL;Condition[2].Temperature;Condition[2].pH;Condition[2].consigne_pH;Condition[2].sortiePID_pH;Condition[2].consigne_Temperature;Condition[2].sortiePID_Temperature;Condition[2].Meso[0].Temperature;Condition[2].Meso[0].pH;Condition[2].Meso[0].FlowRate;Condition[2].Meso[0].LevelH;Condition[2].Meso[0].LevelL;Condition[2].Meso[0].LevelLL;Condition[2].Meso[1].Temperature;Condition[2].Meso[1].pH;Condition[2].Meso[1].FlowRate;Condition[2].Meso[1].LevelH;Condition[2].Meso[1].LevelL;Condition[2].Meso[1].LevelLL;Condition[2].Meso[2].Temperature;Condition[2].Meso[2].pH;Condition[2].Meso[2].FlowRate;Condition[2].Meso[2].LevelH;Condition[2].Meso[2].LevelL;Condition[2].Meso[2].LevelLL;Condition[3].Temperature;Condition[3].pH;Condition[3].consigne_pH;Condition[3].sortiePID_pH;Condition[3].consigne_Temperature;Condition[3].sortiePID_Temperature;Condition[3].Meso[0].Temperature;Condition[3].Meso[0].pH;Condition[3].Meso[0].FlowRate;Condition[3].Meso[0].LevelH;Condition[3].Meso[0].LevelL;Condition[3].Meso[0].LevelLL;Condition[3].Meso[1].Temperature;Condition[3].Meso[1].pH;Condition[3].Meso[1].FlowRate;Condition[3].Meso[1].LevelH;Condition[3].Meso[1].LevelL;Condition[3].Meso[1].LevelLL;Condition[3].Meso[2].Temperature;Condition[3].Meso[2].pH;Condition[3].Meso[2].FlowRate;Condition[3].Meso[2].LevelH;Condition[3].Meso[2].LevelL;Condition[3].Meso[2].LevelLL
03/05/2021 15:25;0;0;0;0;0;0;0;0;0;0;5;0;0;0;-2,499999;0;0;0;0;0;-2,499999;0;0;0;0;0;-2,499999;0;0;0;30,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/05/2021 15:30;0;0;0;0;0;0;0;0;0;0;5;0;0;0;-2,499999;0;0;0;0;0;-2,499999;0;0;0;0;0;-2,499999;0;0;0;30,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
